,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,sum,mean
baseline,10.475424554968,8.709750512564414,5.897963918481377,4.329336873361725,3.8433809542926776,3.2574873348973434,2.9341723422497403,2.699828331790199,2.2030363122546217,1.6966986545714633,2.048636381271533,1.9466662812601427,1.826575619631923,1.5627589731474663,1.2789940681519327,1.1550471839360208,3.089035831017811,2.4195901465868874,1.9848562837307773,1.871706707088744,1.484936632863623,1.3869233401794772,1.1006914893854771,0.9946195394220001,0.9702819665209882,0.8655855952419773,0.8426603017987218,0.8051853123410785,0.7604415712567447,0.717995873283533,0.6863855339962781,5.019744873646456,3.961024271558744,3.2590787329783657,2.8971369501674764,2.5227949539471215,2.0888082110431663,1.7174953876480012,1.494921815573821,1.3229360433564905,1.2788500045704667,1.11701361352979,1.0532031364105459,0.9361775501359533,0.8845362563279527,0.8306118695052886,7.200405298361724,5.6956778813654,4.806048264094366,4.250343802674224,3.687279588235756,3.0789256602630766,2.5880154196676353,2.2377666016820346,1.9498606799855542,1.879484413480024,1.5247055150258535,1.4081113657117763,1.1843244381125433,1.0948888463042112,1.0253643302917022,9.553295284746314,7.290135556142278,6.345308339901467,5.642204522137755,4.77229276955128,3.862731651861312,3.162462676186202,2.6837439839208113,2.3157542791257675,1.9775213725470664,1.899047183421023,1.5514541841672884,1.475222141421854,1.2733713997147003,1.1448531437357563,7.586866537590156,5.98068751433299,4.950803938660831,4.389837036990844,3.735949834818744,3.0869735069659234,2.5899435690969352,2.2236688273517538,1.9493554246938336,1.6847400479216108,1.593498896351334,1.2808477177816882,1.193814181245556,1.0290466460920777,0.9522348882915787,0.9954517158362882,0.9386591749034116,0.8752643729342443,0.8523820357935455,0.8372673377407432,0.8920130222677353,0.9260148419185117,0.9477073628116889,0.9585379181181994,0.9641974041093451,258.2073524404007,2.5565084400039675
baselinepoints,10.475424554968,8.709750512564414,5.897963918481377,4.329336873361725,3.0677545884476447,3.14297055447748,3.108126473275691,2.5595944952756207,1.9769955350015889,1.5275857514116424,1.3345659485422432,1.2105580595191323,1.1113693714173662,1.0013637511183333,0.8854115355741112,1.1664450174156211,3.013405672009211,2.2634781671213,1.7205081315752122,1.4538617190034226,1.2280552936606004,1.1010189292665546,1.0037652793375003,1.2300136357709093,1.0447606428939211,0.8161558674866767,0.9262527949807446,0.9609623914797001,0.981116554065168,0.9995960146564123,0.8588937941237328,5.644533182610541,4.477168325871157,3.006146764471968,2.5685230417089673,2.1554589512104445,1.951350460215977,1.6306249634638883,1.302152372701066,1.092786849500711,0.9475585531843775,1.269786428407221,1.130725094939746,0.9005097668867114,0.9837158268442789,1.034717218201778,7.9479047146607105,5.737189860054834,4.359151341881901,3.8311866079091876,3.105812681736244,2.6775650901938652,2.2302695961157877,1.8501282537762123,1.504261997893388,1.296905830122867,1.1924501057205659,1.0832615227034657,0.9848372929708992,1.2478854887094895,1.139232318443823,9.0964029931232,6.837144741661766,5.6141589171572015,4.808569312970367,4.071938561839422,3.4099560585189335,2.8550169782074213,2.4143246365443343,2.0315552932484544,1.7500244460151118,1.5341613547571866,1.3386603320733441,1.1667985412833763,1.0227131544178663,0.9069725035791676,7.078213312469755,5.733745657261978,4.649910805865968,4.1551080552318105,3.5271602589805653,2.8760918759720764,2.3414254382469335,1.9594465647703672,1.7081464692575448,1.5126966532317772,1.3217347934097776,1.1554356120874887,1.0104990977165906,0.8933432525493004,1.126130039679046,0.987893322496312,1.0445796096683995,0.8975836156092554,0.8916113159009329,0.9131596977835454,0.9352278185667555,0.9511162723806892,0.9602173070635334,0.9644837213014681,0.9658654812806218,240.81008620557478,2.3842582792631166
power1,10.475424554968004,9.105314235342743,6.361555555355979,4.3431122113402205,3.0966740092829266,3.225231604622242,3.102936382688735,2.4723822933484785,1.9149814514693602,1.5180004622191656,1.3470688158958122,1.2344231790390259,1.1306399659365653,1.0108496007034267,0.892048290018614,0.7908622610484073,2.4475143745036325,2.034164664709014,1.7305024368099333,1.5098624326224206,1.3211377675124338,1.1218242641343181,0.9406411970810604,0.8057243309661648,0.7193017545152866,0.6623903980001595,0.607235140532066,0.5529973225183747,0.5100758916565875,0.4821060730019672,0.46313808589509997,3.9631321588500397,3.282759579056213,2.7268972081586407,2.361637543128315,2.011597139228413,1.7131029775937203,1.4505457834717759,1.2447175939255593,1.09555858779962,0.9708730417480065,0.8558706550740477,0.7656075593780206,0.6959511562478132,0.6401313734603946,0.5941581884239004,6.217043657965107,4.622878980267533,3.8995467334487324,3.6055260900389796,3.0558410776380405,2.5387440184727734,2.100176601220173,1.7780926739791136,1.5424008995824934,1.353573681029553,1.179612389825734,1.0298303234121193,0.9095157278240057,0.8164557547697328,0.7486053437287997,8.182834869496201,6.206629600085307,5.093396136570854,4.4645553459613385,3.8591464431686844,3.1792182701449803,2.654064417021815,2.2882133632053194,2.0020072173119443,1.7414984644324851,1.486002129673867,1.2787443415170856,1.1171597467139274,0.9927811039020285,0.8995127546076138,6.316448707795499,4.7476211906789585,3.990175214013534,3.630823117728387,3.1033064826493315,2.5931788936299127,2.2010763904858526,1.8521971719332062,1.5827495438438792,1.3824910235841916,1.2228462210033872,1.0817105589819918,0.9570589812960809,0.8538921019222059,0.7719109531753731,0.7053268002647476,0.6554404962022792,0.6095595199634336,0.5662762215291082,0.5256882530459942,0.4913996038938672,0.46242103984207433,0.4381353847459934,0.4181384118589198,0.4014423397952612,214.70758433416253,2.1258176666748767
power2,10.475424554968004,7.939502433164013,4.474986278357666,2.521427471957947,2.1222034945494346,1.7658546636097483,1.46047279467072,1.0253781738605183,0.7093670637724259,0.631640874660079,0.5741614325277785,0.4983102130931736,0.44001117944256646,0.4005905931104612,0.37006655848905345,0.3472129328363939,1.8353421179751592,1.2449822723505268,0.9662805220260201,0.7829982493214208,0.6619658763579196,0.5723730463684196,0.5044894205426795,0.456500812018839,0.4150623121707729,0.38456991306149413,0.36436913393804626,0.3501796285841209,0.3394203411313986,0.33109044263973336,0.32454134283431274,3.5007426668484865,2.488777210070565,1.8701663820077727,1.4291255715407725,1.1250724874792866,0.9111388000010531,0.7481873746270258,0.6316817132486601,0.5478482280241063,0.48608727808900104,0.43805830576737276,0.40191084278364003,0.3758467891830065,0.3574991084731877,0.3438615941079405,4.99987659681812,3.5242236190008653,2.6131042047779807,1.9424735198956995,1.4594433373168798,1.1584179154219791,0.9444451689077401,0.7817359830892258,0.6537598504118809,0.5596742229778939,0.49134617021955335,0.44100648776267376,0.4050440637507682,0.377922052185815,0.357845029647487,6.4218610152430875,4.427904487674942,3.336565493702566,2.450594649884747,1.8571256840992665,1.4594755937170603,1.1446070735551876,0.9244460216318662,0.7534243059988815,0.631042147245293,0.5418968580236125,0.4767904247765912,0.4297495498988733,0.39715370891058277,0.37371709007171366,4.8507947224151,3.4382479102578145,2.5850949574412594,1.9310536533399125,1.4390050486728792,1.150779929438914,0.929147699960599,0.7729916981588403,0.6535865699491533,0.565317818023081,0.49389415683492593,0.4408670387376887,0.4034585694992392,0.37748256655175394,0.35867409812281326,0.3449096727186197,0.33426777072745323,0.32592633263097165,0.31968142646284764,0.31511281824309284,0.31177836502249456,0.3093149749596454,0.3074759101058945,0.3061156137005668,0.3051317206476867,130.8535638658848,1.2955798402562853
power3,10.475424554968004,7.142442883135758,3.4928559759452256,1.7690722462706991,1.5313301858511863,1.0746891782655401,0.7266797648641268,0.5642175167100935,0.4629037450471941,0.4146323678105536,0.37448624122201435,0.33790122605752043,0.3253202498440729,0.31893759557901263,0.31086085108458644,0.3062362659912731,2.0658582548301605,1.3352829772239005,0.8509704787155603,0.5889580764213274,0.4605622675708792,0.39992565615596004,0.3668118284810262,0.3445382518816274,0.3286086620349072,0.3174111557891455,0.31033766679223995,0.3059387838967789,0.3032490187836397,0.30143860641866715,0.3001527685356521,3.1310582353033793,1.8893277513868791,1.2882052332992415,0.8869750953665332,0.6663890093254679,0.5407248587371872,0.4560969898339612,0.40282247808269983,0.36839538934561916,0.3444012018628863,0.3278753957126933,0.3169786588921331,0.31025522588745436,0.3059922855464455,0.30310521703340165,4.343748811865188,2.72889370422754,1.7537976457974267,1.1788638867964418,0.8559681701388722,0.6746692994038795,0.5492782767674924,0.4657773931150596,0.41012669380527506,0.3722920496217455,0.3456558972695324,0.32869149429862055,0.3180377918093659,0.31104208946066053,0.3063334430227201,5.456390624368055,3.320218385206054,2.135674859903139,1.437889165190658,1.0218191526432476,0.7817376603045858,0.6154205391504405,0.5079664639735744,0.4373027860813731,0.38979538287934,0.3575045490005929,0.33656017513296016,0.323253077723021,0.31441557717298757,0.308518322567888,4.22409459618506,2.60298258584284,1.6877719723787072,1.1520646176523344,0.8344063379299271,0.6579485671520193,0.5361402006313198,0.4546612799171195,0.4007504696415921,0.3655243447846871,0.3420269519769391,0.3267584083168193,0.31676253357752654,0.3100459871694137,0.30565615329413354,0.3027583439995472,0.3008551915247509,0.2995568382891596,0.29871550370559324,0.29822339722839314,0.2979393905917334,0.2977423016753273,0.2975803388727139,0.29746298333991256,0.29739093941544137,99.94010193158506,0.989505959718664
dqn_15,10.475424554968004,7.142442883135758,3.4928559759452256,1.7690722462706991,1.7734309075541206,1.4201859115449276,1.0754830848818462,0.8408785330912536,0.6411531371564673,0.7980149500312602,0.8629786280690784,0.8811789983437743,0.8861452894825007,0.8913511460382537,0.8958095884662882,0.8973602210419339,2.9526632847685885,2.440752250404067,1.700000453162554,1.1272894288393942,1.1263168399508794,0.8267230986772073,1.0052735240372135,1.0471312287386805,1.0582951467615933,0.9267838722504005,0.9119569595942001,0.8869625914251472,0.8758153124927077,0.8781890816499592,0.8820787815727992,5.338918932211025,4.523512257157521,3.3301423330091384,2.8491329032370873,2.738530209571394,2.576518464962186,2.3905547647467458,2.1699109071955593,1.9074671001234398,1.4585152624903126,1.1937962908364463,0.9161991832022736,1.0688343180054332,1.0483507574300746,0.9247071293240339,7.041961515219234,5.676106836822758,4.083337098817001,3.4516470383656146,3.0563381062593935,2.5876925568703726,2.318313577534933,1.861445174054306,1.4452587658386336,1.00544110601984,0.9494538775990459,0.9822691658736422,1.0798600611427924,0.887383684677027,0.902292773105367,9.922523387370159,8.554314442856453,6.966504001704391,4.37332361968932,2.5027364979944324,1.928120300893373,1.2827468878672799,0.974614845390453,0.8143725370986193,0.7443528751460259,0.8885869634446725,0.9147962280386859,0.9175400880494067,0.9168270294301867,0.9152539265109074,7.358028214379615,6.339436039343354,5.181379000441581,4.625810759218646,4.012517420349039,3.3925277252447805,3.025896014131793,2.2807722256277336,1.423008378730139,1.084591829692673,0.9399613848569857,0.8723574799080197,1.0566407003366194,0.8884636466614595,0.9380609199947325,0.9519605818255518,0.9523599996094466,0.9509332598380069,0.9477870304667662,0.9445353109911078,0.9414847267015546,0.9390315540098001,0.9371497119928198,0.9356639833763424,0.9344923825935477,220.6253539738559,2.184409445285702
pid,10.475424554968,6.686788625506754,5.0287305226499335,4.147624996089499,2.364250358930436,1.600511960105767,1.806154422094478,1.7992507257271224,1.562783371994554,1.2724348488260548,1.1333906305792678,0.996316206984122,0.8302010816162545,0.7201040847876199,0.7311896662097676,0.735361774815688,2.5228825404104875,2.1033479761859777,1.6566113640197324,1.4802445004777571,1.309060647744469,1.101174399518632,0.9196903310941893,0.8090158366029345,0.7594402777485235,0.8342218627760221,0.9017070873901107,0.9200357474565111,0.9314601076017873,0.9392814166254451,0.9434586061652905,5.472532205724835,4.169721045365077,2.9328687110958445,2.2749740406307106,1.5854944229021442,1.2342140129442443,1.090911718183823,0.989009337618966,0.9333794216474769,0.8983118152058888,0.8263034415689098,0.8529487084214445,0.8319047235536219,0.9185746578684465,0.9539099725593098,7.903238959059487,5.224190702837792,4.815710802666756,4.002390877505133,2.5618200752171436,1.9638734017352126,1.7432800426646002,1.7165241185036533,1.504734984038232,1.3359832732500325,1.1852614227154001,1.037700768961533,0.8972353386614765,0.7857844326542336,0.7408398227201,8.982381101246855,6.6855242417511125,4.569537960459109,2.847754389655357,2.067823540134178,1.7612494360456996,1.625729539249833,1.431977219299934,1.2223599415681774,1.026803472711955,0.9095363036676771,0.8235749779464688,0.7437199698510679,0.8634052821994784,0.8936862247377341,7.773188965479155,4.857109577789755,3.7116289565489984,2.4788338063054565,1.7102496211097775,1.4565080474035659,1.3140105247480998,1.1782635475254877,1.053550214236644,0.9146078140839459,0.8169671723123559,0.7848136316817771,0.7992657960504204,0.8808705422299544,0.9059470282212116,0.9133316234046194,0.915014411357132,0.9145694161272888,0.9135428045882227,0.9121687754156204,0.9106831781427994,0.9093834071781212,0.9083909076120449,0.907765643877589,0.9075171474746766,199.60902395361404,1.9763269698377628
pid_m,10.475424554968,6.686788625506754,3.255378876987867,2.1913554552187424,2.3084101571237565,2.1888138059057436,2.056003129160866,1.5893431473754904,1.299492338784666,1.0223943194345781,0.8899593747603132,1.1733737064603327,1.1565401638215558,0.9980009365825661,0.7734473553460899,0.8725809965205344,2.9997063038590204,2.376343284636111,1.9059710537249015,1.5742209893558337,1.316960576993478,1.0990578926936996,1.0164022940212791,0.9249563324436786,1.1479166623729213,0.948822446646389,1.0348968429641912,0.8321561227998886,0.8756616895470096,0.9012434513668768,0.9215336306906671,5.388013818041422,4.087056939515133,2.617035990206911,2.2894201813777553,1.9182679600397097,1.4968063414073316,1.2843338886551787,1.2074299453685668,1.0887386388147786,0.9308398572132544,1.1676157645683878,0.9966567184721676,0.7875693109535243,0.8810614862981786,0.9234512771241756,7.945697545895744,5.244762333169621,2.884322069175188,2.0225931702772675,1.8990339517137196,1.6890580774823678,1.4859543111177453,1.2913732326947107,1.1127937651896542,0.9622152436160315,1.1056085958697908,0.9757956920157346,0.8017804681182249,0.8487947167753115,0.8734261023767362,10.162707612164853,6.391076654047813,3.5972402431501442,2.8183948996814445,2.606022625739101,2.3143520996173996,1.9780594964071563,1.6903364260016123,1.4431164977884672,1.23625440329249,1.0711273153252872,0.9353442919805006,1.0721527578695,0.9492163615561774,0.9940883603721326,7.6274310542004,4.854770513062499,2.73619924770479,2.0859094290669233,1.9434817680751892,1.7626897084729336,1.5415745178948324,1.3505387890359215,1.1722867278145879,1.0197319122823008,0.8840834434406122,1.0109006267157337,1.0537220325440435,0.8884202804198011,0.9137857413430797,0.9232032763240439,0.9307226424207992,0.9344844749223782,0.934678678589091,0.9328835299640564,0.9289000086019664,0.9247580306996875,0.9220026810400452,0.9212171489734425,0.9216552117715887,196.40018543199295,1.9445562914058707
6points,10.475424554968,7.825924269579265,3.8490716243812635,4.117635336166383,3.186679374256135,2.5607354416945185,2.210880994362116,1.798508499862051,1.6135130873486503,1.4623474649480503,1.3386141310833974,1.212415320957002,1.1075621987659154,1.0070249279452999,0.8993970133619863,0.8082868190264657,2.7801293625289154,1.6786691158790508,1.4151691125582329,1.2952477119977484,1.1025522151517972,0.9647211975957172,0.8639696718322973,0.7850867066979509,0.7229223795949835,0.6732926054966187,0.6288727542319492,0.5929568079595183,0.5554343269402011,0.5132558600546998,0.478863286955485,4.223333361607335,2.6441855382862998,2.2080570401152486,1.867515905523265,1.592692255442132,1.4117641539206158,1.2462611951376015,1.0917861968342173,0.9584592321194023,0.8444246777908333,0.7506268691345497,0.6751822426154526,0.6155613540809313,0.5672471931249335,0.5281592272768817,6.299240477942099,3.964790387042432,3.64580520810395,3.191239978460031,2.098227215546815,1.7890104739592314,1.4874144949355153,1.2573595506291173,1.1223737610121158,0.9914072314598137,0.864024022006299,0.7709040404607362,0.700621262602418,0.6410580240265666,0.5886016886057858,8.81961727676188,5.625345628475549,3.90278054233285,3.4005682934777988,2.7686886997175826,2.1585159566287673,1.7917848607814169,1.5374968936261826,1.3220060211245983,1.1535731786370842,1.0169805099927156,0.9036417397414654,0.8092977007336172,0.7197008564130686,0.6432555691176679,6.1570852456454,3.804093778187216,3.5709820387491185,3.158641613106184,2.496367740736351,2.0157345503066986,1.6053589567811823,1.3657006461169512,1.2313844828663842,1.0716555675171513,0.933444299903749,0.8415179035716337,0.7581694994151995,0.6788996374500016,0.6114991156905655,0.5682905889504184,0.5343682231701005,0.5021291968771694,0.5762356267651327,0.5032924284953969,0.4980346774113495,0.21601045847963363,0.11019414034123425,0.06563044961704989,0.06665989405716743,181.677132921755,1.798783494274802
9points,12.080930445448956,8.286586740316244,5.854209778249757,3.883297307566511,2.4509857982034884,1.8608388730568879,1.2905750298327787,0.9319025215935236,0.7687157446530775,0.6362053497541211,0.6272504694171457,0.5931867780790773,0.5566953305031335,0.5144551386802658,0.46705220667844494,0.43085841791478746,2.173755793628346,1.354608784206287,1.0884369014818576,0.8501003590836018,0.7662183466267783,0.7241766729144001,0.642151839512866,0.606350519097866,0.594070279983731,0.5661243677791004,0.5214400361700547,0.4777151771489996,0.4450063623026455,0.41383539243555606,0.39736879752900084,3.896422873725522,2.3964583618694664,1.9978210241113885,1.21045813628638,0.8563396345995113,0.832808659437135,0.8131249761127898,0.7894644292698764,0.7217678045105203,0.6520299166455649,0.5766703414862191,0.5116185903089226,0.4724513668455883,0.44123062416884473,0.4270134815090556,5.60573208382241,3.2719459594901346,2.682435578056399,1.9859548430680205,1.5929381807054652,1.172149128987889,0.8315650984567213,0.8055912168181547,0.6896990816253769,0.6476312549700319,0.5886316934249791,0.5407216500887336,0.49559466995893486,0.4569634892684565,0.42968458922953245,7.404199272989441,4.4458414153927635,3.3895718588897443,2.449624782464924,2.01303134013311,1.405569287183344,1.0584079943392457,0.9922548543459678,0.8197703239923995,0.78844158633061,0.7317538644091547,0.673370277419591,0.6205557296368451,0.5640651953201099,0.5200427739946226,5.488855836057069,3.4571562981142225,2.6385644141038096,1.8808581309856776,1.3069256125718676,0.8720209596755863,0.8191197789194228,0.8341463039706435,0.7959003284035214,0.7441454483299128,0.6932396102876118,0.6395964748723438,0.5887539961995318,0.5438795276337669,0.5051535897633662,0.47776389715386436,0.4525583472482779,0.42867708896384316,0.4077184304796451,0.3901704250862892,0.37586207020056545,0.36471009739092214,0.35563908877564404,0.34821180152173287,0.341765970125401,144.8759183823837,1.4344150334889476
